Position,Track_Name,Artist,Streams,Date,Region
51,Sex,Cheat Codes,42286,2017-01-12,fr
52,"i hate u, i love u (feat. olivia o'brien)",gnash,42059,2017-01-12,fr
53,Heal Tomorrow,Naïve New Beaters,41985,2017-01-12,fr
54,Bené,PNL,41235,2017-01-12,fr
55,Dans la légende,PNL,40661,2017-01-12,fr
56,Perfect Strangers,Jonas Blue,40302,2017-01-12,fr
57,The Greatest,Sia,39604,2017-01-12,fr
58,Esquimaux,Nekfeu,39489,2017-01-12,fr
59,Poussière,Kaaris,39292,2017-01-12,fr
60,Lush Life,Zara Larsson,38377,2017-01-12,fr
61,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,37043,2017-01-12,fr
62,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,36486,2017-01-12,fr
63,Elle et l'autre,Jul,36424,2017-01-12,fr
64,Work from Home,Fifth Harmony,35626,2017-01-12,fr
65,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,35179,2017-01-12,fr
66,Ophelia,The Lumineers,35080,2017-01-12,fr
67,Halcyon Birds,Broken Back,34959,2017-01-12,fr
68,Silver,Fakear,34548,2017-01-12,fr
69,Le regard des gens,Nekfeu,34404,2017-01-12,fr
70,DA,PNL,34221,2017-01-12,fr
71,Nekketsu,Nekfeu,34134,2017-01-12,fr
72,Souviens-toi,Djadja & Dinaz,33810,2017-01-12,fr
73,Dis-moi que tu m'aimes,Ninho,33138,2017-01-12,fr
74,Hymn For The Weekend - Seeb Remix,Coldplay,33040,2017-01-12,fr
75,Ain't Your Mama,Jennifer Lopez,33030,2017-01-12,fr
76,Final Song,MØ,32889,2017-01-12,fr
77,Cellophané,Rim'K,32883,2017-01-12,fr
78,Capsize,FRENSHIP,32216,2017-01-12,fr
79,Hundred Miles,Yall,31826,2017-01-12,fr
80,Nador,Kaaris,31813,2017-01-12,fr
81,Fast Car,Jonas Blue,31564,2017-01-12,fr
82,Tuesday,Burak Yeter,30895,2017-01-12,fr
83,Andale (feat. Gradur),Sadek,30894,2017-01-12,fr
84,Starving,Hailee Steinfeld,30501,2017-01-12,fr
85,Cheap Thrills,Sia,30483,2017-01-12,fr
86,Shed a Light,Robin Schulz,29794,2017-01-12,fr
87,Mon Everest - feat. Marina Kaye,Soprano,29460,2017-01-12,fr
88,Skurt Cobain,Sneazzy,29377,2017-01-12,fr
89,In the Name of Love,Martin Garrix,29362,2017-01-12,fr
90,O.D,Nekfeu,29210,2017-01-12,fr
91,Commando,Niska,29197,2017-01-12,fr
92,Fake Love,Drake,29119,2017-01-12,fr
93,Jusqu'au dernier gramme,PNL,28692,2017-01-12,fr
94,Boyz N The Hood,Kaaris,28513,2017-01-12,fr
95,La bise (feat. Brulux),Sadek,27782,2017-01-12,fr
96,Besoin de sens,Nekfeu,27574,2017-01-12,fr
97,Paris c'est loin,Damso,27518,2017-01-12,fr
98,Please Don't Go,Joel Adams,26956,2017-01-12,fr
99,A Kele Nta,MHD,26839,2017-01-12,fr
100,Thibaut Courtois,Shay,26602,2017-01-12,fr
101,Blended Family (What You Do For Love),Alicia Keys,26102,2017-01-12,fr
102,Lost on You,LP,25975,2017-01-12,fr
103,J'suis QLF,PNL,25804,2017-01-12,fr
104,Wherever I Go,OneRepublic,25755,2017-01-12,fr
105,Programmé,Nekfeu,24957,2017-01-12,fr
106,C'est le son de la gratte,Jul,24406,2017-01-12,fr
107,Vinyle,Nekfeu,24303,2017-01-12,fr
108,Bad and Boujee (feat. Lil Uzi Vert),Migos,24302,2017-01-12,fr
109,Qui a dit ?,Jul,24226,2017-01-12,fr
110,Panda,Desiigner,24208,2017-01-12,fr
111,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,24084,2017-01-12,fr
112,92i veyron,Booba,23733,2017-01-12,fr
113,Arrêt du cœur,Kalash Criminel,23526,2017-01-12,fr
114,No Lie,Sean Paul,23402,2017-01-12,fr
115,Amnésie,Damso,23261,2017-01-12,fr
116,Alone,Alan Walker,23253,2017-01-12,fr
117,Je m'en fous de ta nana,Jul,23079,2017-01-12,fr
118,Bambina,PNL,23073,2017-01-12,fr
119,Side To Side,Ariana Grande,22818,2017-01-12,fr
120,I Cry,Julian Perretta,22414,2017-01-12,fr
121,Binta,Alonzo,22286,2017-01-12,fr
122,Putain d'époque,Dosseh,21371,2017-01-12,fr
123,Let It Go,James Bay,21348,2017-01-12,fr
124,Kiname (feat. Booba),Fally Ipupa,21293,2017-01-12,fr
125,Luz de Luna,PNL,21229,2017-01-12,fr
126,J'fais mes affaires,Djadja & Dinaz,21083,2017-01-12,fr
127,Don't Let Me Down,The Chainsmokers,20916,2017-01-12,fr
128,Rooting For You,London Grammar,20802,2017-01-12,fr
129,Tu sais pas,PNL,20531,2017-01-12,fr
130,Dans ma vie,Gradur,20507,2017-01-12,fr
131,Thinking Out Loud,Ed Sheeran,20311,2017-01-12,fr
132,Printemps blanc,Niro,20195,2017-01-12,fr
133,X,Sofiane,19875,2017-01-12,fr
134,Broccoli (feat. Lil Yachty),DRAM,19867,2017-01-12,fr
135,J'ai déconné,KeBlack,19857,2017-01-12,fr
136,Princesse,Nekfeu,19645,2017-01-12,fr
137,E.T.,Jul,19562,2017-01-12,fr
138,Paix sans guerre,MRC,19457,2017-01-12,fr
139,Scars To Your Beautiful,Alessia Cara,19452,2017-01-12,fr
140,Stressed Out,Twenty One Pilots,19400,2017-01-12,fr
141,Clandestina,Lartiste,19309,2017-01-12,fr
142,Le monde ou rien,PNL,19181,2017-01-12,fr
143,E.L.E.P.H.A.N.T,Booba,19115,2017-01-12,fr
144,Photograph,Ed Sheeran,18928,2017-01-12,fr
145,Oceans Away,A R I Z O N A,18336,2017-01-12,fr
146,En feu,Soprano,18310,2017-01-12,fr
147,Je fais le sourd,Jul,18123,2017-01-12,fr
148,Bulma,MMZ,18043,2017-01-12,fr
149,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,17878,2017-01-12,fr
150,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,17631,2017-01-12,fr
151,Allo maman,SCH,17624,2017-01-12,fr
152,Les princes,MZ,17565,2017-01-12,fr
153,Mira,PNL,17536,2017-01-12,fr
154,Tout ira mieux,Ninho,17529,2017-01-12,fr
155,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,17451,2017-01-12,fr
156,Just Hold On,Steve Aoki,17421,2017-01-12,fr
157,Mon bijou,Jul,17396,2017-01-12,fr
158,C'est ça,Jul,17144,2017-01-12,fr
159,J’aurais pas dû,S.Crew,17132,2017-01-12,fr
160,Bad Things (with Camila Cabello),Machine Gun Kelly,17110,2017-01-12,fr
161,Humain,PNL,16804,2017-01-12,fr
162,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,16786,2017-01-12,fr
163,Lean On (feat. MØ & DJ Snake),Major Lazer,16522,2017-01-12,fr
164,Solo,Dosseh,16424,2017-01-12,fr
165,Now and Later,Sage The Gemini,16339,2017-01-12,fr
166,By Your Side,Jonas Blue,16292,2017-01-12,fr
167,Un homme debout,Claudio Capéo,16277,2017-01-12,fr
168,Uranus,PNL,16266,2017-01-12,fr
169,This Is What You Came For,Calvin Harris,16124,2017-01-12,fr
170,Ma dope,Nekfeu,16016,2017-01-12,fr
171,Believer,Major Lazer,16005,2017-01-12,fr
172,Million Eyes,Loïc Nottet,15882,2017-01-12,fr
173,Ouais mec - Remix,Sneazzy,15862,2017-01-12,fr
174,Roulez,Niro,15633,2017-01-12,fr
175,King,Saint PHNX,15615,2017-01-12,fr
176,Come,Jain,15574,2017-01-12,fr
177,Cabeza,Shay,15573,2017-01-12,fr
178,Kratos,PNL,15527,2017-01-12,fr
179,On verra,Nekfeu,15455,2017-01-12,fr
180,Be Mine,Ofenbach,15160,2017-01-12,fr
181,When You Love Someone,James TW,15128,2017-01-12,fr
182,White Tiger - Single Version,Izzy Bizu,14970,2017-01-12,fr
183,Y'a pas de stress,Jul,14956,2017-01-12,fr
184,Validée,Booba,14866,2017-01-12,fr
185,Contact,Kaaris,14828,2017-01-12,fr
186,Sale sonorité,Kalash Criminel,14784,2017-01-12,fr
187,J'ai dit...,Jul,14698,2017-01-12,fr
188,Controlla,Drake,14657,2017-01-12,fr
189,pick up the phone,Young Thug,14656,2017-01-12,fr
190,Le lac,Julien Doré,14560,2017-01-12,fr
191,You're My Window To The Sky,The Avener & Kim Churchill,14481,2017-01-12,fr
192,French Kiss,Black M,14458,2017-01-12,fr
193,#Askip,Black M,14445,2017-01-12,fr
194,Les filles d'aujourd'hui,Joyce Jonathan,14284,2017-01-12,fr
195,"Je dis rien, je vois tout, j'entends",Jul,14164,2017-01-12,fr
196,A la Gustavo,Hooss,14119,2017-01-12,fr
197,Elle avait son Djo,Niska,14080,2017-01-12,fr
198,Oh lala,PNL,14038,2017-01-12,fr
199,Mais qu'est-ce qu'on s'en bat les couilles !,Jul,14036,2017-01-12,fr
200,S3,Niro,13936,2017-01-12,fr
1,Shape of You,Ed Sheeran,157931,2017-01-13,fr
2,Tchoin,Kaaris,106274,2017-01-13,fr
3,Afro Trap Pt. 7 (La puissance),MHD,102916,2017-01-13,fr
4,Mauvaise graine,Nekfeu,99093,2017-01-13,fr
5,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,94265,2017-01-13,fr
6,Squa,Nekfeu,91467,2017-01-13,fr
7,Starboy,The Weeknd,84641,2017-01-13,fr
8,Saturne,Nekfeu,81030,2017-01-13,fr
9,I Feel It Coming,The Weeknd,80190,2017-01-13,fr
10,Human,Rag'n'Bone Man,78104,2017-01-13,fr
11,Sunset Lover,Petit Biscuit,74514,2017-01-13,fr
12,Onizuka,PNL,74426,2017-01-13,fr
13,Bazardée,KeBlack,71211,2017-01-13,fr
14,DKR,Booba,66496,2017-01-13,fr
15,My Way,Calvin Harris,65750,2017-01-13,fr
16,Don't Wanna Know,Maroon 5,65674,2017-01-13,fr
17,Je m'en vais,Vianney,65104,2017-01-13,fr
18,Infréquentables,Dosseh,63300,2017-01-13,fr
19,Castle on the Hill,Ed Sheeran,63147,2017-01-13,fr
20,Daniel Sam,Booba,62816,2017-01-13,fr
21,Chantaje,Shakira,62804,2017-01-13,fr
22,Heathens,Twenty One Pilots,62148,2017-01-13,fr
23,Black Beatles,Rae Sremmurd,61606,2017-01-13,fr
24,Let Me Love You,DJ Snake,61161,2017-01-13,fr
25,6.45i,SCH,60601,2017-01-13,fr
26,One Dance,Drake,60567,2017-01-13,fr
27,Naha,PNL,59366,2017-01-13,fr
28,Pop Corn,Boostee,58787,2017-01-13,fr
29,Mercy,Shawn Mendes,58119,2017-01-13,fr
30,Call On Me - Ryan Riback Extended Remix,Starley,57782,2017-01-13,fr
31,Lordly (feat. Alex Aiono),Feder,57101,2017-01-13,fr
32,Tchikita,Jul,56754,2017-01-13,fr
33,Say You Won't Let Go,James Arthur,56349,2017-01-13,fr
34,24K Magic,Bruno Mars,54628,2017-01-13,fr
35,Réalité augmentée,Nekfeu,54332,2017-01-13,fr
36,Mula,Siboy,53808,2017-01-13,fr
37,Blow,Kaaris,53703,2017-01-13,fr
38,Ride,Twenty One Pilots,51401,2017-01-13,fr
39,Humanoïde,Nekfeu,51326,2017-01-13,fr
40,On m'appelle l'ovni,Jul,50243,2017-01-13,fr
41,Tout donner - Pilule Violette,Maître Gims,49932,2017-01-13,fr
42,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,49438,2017-01-13,fr
43,Oblah,Gradur,48735,2017-01-13,fr
44,The Ocean,Mike Perry,48183,2017-01-13,fr
45,Aloha,Møme,47732,2017-01-13,fr
46,Love Me Now,John Legend,47231,2017-01-13,fr
47,The Greatest,Sia,47063,2017-01-13,fr
48,Heal Tomorrow,Naïve New Beaters,46977,2017-01-13,fr
49,Closer,The Chainsmokers,46651,2017-01-13,fr
50,Galatée,Nekfeu,46278,2017-01-13,fr
51,All We Know,The Chainsmokers,45565,2017-01-13,fr
52,Avant tu riais,Nekfeu,45408,2017-01-13,fr
53,Treat You Better,Shawn Mendes,45309,2017-01-13,fr
54,Bené,PNL,45023,2017-01-13,fr
55,Poussière,Kaaris,43775,2017-01-13,fr
56,Dans la légende,PNL,43669,2017-01-13,fr
57,Tuesday,Burak Yeter,42862,2017-01-13,fr
58,Cold Water (feat. Justin Bieber & MØ),Major Lazer,42464,2017-01-13,fr
59,Esquimaux,Nekfeu,41749,2017-01-13,fr
60,Elle et l'autre,Jul,40838,2017-01-13,fr
61,Paris,The Chainsmokers,39010,2017-01-13,fr
62,DA,PNL,38183,2017-01-13,fr
63,Sex,Cheat Codes,37811,2017-01-13,fr
64,Le regard des gens,Nekfeu,36244,2017-01-13,fr
65,Lush Life,Zara Larsson,36187,2017-01-13,fr
66,Nador,Kaaris,35925,2017-01-13,fr
67,Souviens-toi,Djadja & Dinaz,35802,2017-01-13,fr
68,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,35646,2017-01-13,fr
69,Dis-moi que tu m'aimes,Ninho,35405,2017-01-13,fr
70,Ain't Your Mama,Jennifer Lopez,35353,2017-01-13,fr
71,Cellophané,Rim'K,35289,2017-01-13,fr
72,Nekketsu,Nekfeu,35099,2017-01-13,fr
73,Perfect Strangers,Jonas Blue,35098,2017-01-13,fr
74,Cheap Thrills,Sia,34054,2017-01-13,fr
75,Andale (feat. Gradur),Sadek,33793,2017-01-13,fr
76,Hymn For The Weekend - Seeb Remix,Coldplay,33183,2017-01-13,fr
77,Mon Everest - feat. Marina Kaye,Soprano,32942,2017-01-13,fr
78,Final Song,MØ,32865,2017-01-13,fr
79,"i hate u, i love u (feat. olivia o'brien)",gnash,32518,2017-01-13,fr
80,Fake Love,Drake,32314,2017-01-13,fr
81,Commando,Niska,32029,2017-01-13,fr
82,In the Name of Love,Martin Garrix,32001,2017-01-13,fr
83,Boyz N The Hood,Kaaris,30988,2017-01-13,fr
84,Capsize,FRENSHIP,30849,2017-01-13,fr
85,A Kele Nta,MHD,30817,2017-01-13,fr
86,Shed a Light,Robin Schulz,30686,2017-01-13,fr
87,Starving,Hailee Steinfeld,30584,2017-01-13,fr
88,Skurt Cobain,Sneazzy,30572,2017-01-13,fr
89,Jusqu'au dernier gramme,PNL,30480,2017-01-13,fr
90,O.D,Nekfeu,30400,2017-01-13,fr
91,La bise (feat. Brulux),Sadek,30228,2017-01-13,fr
92,Fast Car,Jonas Blue,30135,2017-01-13,fr
93,Blended Family (What You Do For Love),Alicia Keys,29590,2017-01-13,fr
94,Just Hold On,Steve Aoki,29073,2017-01-13,fr
95,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,29044,2017-01-13,fr
96,Paris c'est loin,Damso,28880,2017-01-13,fr
97,Besoin de sens,Nekfeu,28795,2017-01-13,fr
98,J'suis QLF,PNL,28550,2017-01-13,fr
99,Work from Home,Fifth Harmony,28357,2017-01-13,fr
100,Thibaut Courtois,Shay,28099,2017-01-13,fr
101,Say Something Loving,The xx,27881,2017-01-13,fr
102,C'est le son de la gratte,Jul,27848,2017-01-13,fr
103,Please Don't Go,Joel Adams,27753,2017-01-13,fr
104,Qui a dit ?,Jul,27730,2017-01-13,fr
105,Panda,Desiigner,27325,2017-01-13,fr
106,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,27089,2017-01-13,fr
107,Wherever I Go,OneRepublic,26856,2017-01-13,fr
108,Replica,The xx,26778,2017-01-13,fr
109,Bad and Boujee (feat. Lil Uzi Vert),Migos,26493,2017-01-13,fr
110,Dangerous,The xx,26447,2017-01-13,fr
111,Arrêt du cœur,Kalash Criminel,26340,2017-01-13,fr
112,Programmé,Nekfeu,25963,2017-01-13,fr
113,Je m'en fous de ta nana,Jul,25877,2017-01-13,fr
114,92i veyron,Booba,25551,2017-01-13,fr
115,Vinyle,Nekfeu,25399,2017-01-13,fr
116,Lost on You,LP,25298,2017-01-13,fr
117,Oceans Away,A R I Z O N A,25284,2017-01-13,fr
118,Alone,Alan Walker,24941,2017-01-13,fr
119,Halcyon Birds,Broken Back,24910,2017-01-13,fr
120,Bambina,PNL,24734,2017-01-13,fr
121,Binta,Alonzo,24703,2017-01-13,fr
122,Amnésie,Damso,24473,2017-01-13,fr
123,On Hold,The xx,24344,2017-01-13,fr
124,Side To Side,Ariana Grande,23800,2017-01-13,fr
125,No Lie,Sean Paul,23506,2017-01-13,fr
126,Kiname (feat. Booba),Fally Ipupa,23332,2017-01-13,fr
127,J'fais mes affaires,Djadja & Dinaz,23235,2017-01-13,fr
128,Broccoli (feat. Lil Yachty),DRAM,23228,2017-01-13,fr
129,Dans ma vie,Gradur,22998,2017-01-13,fr
130,Don't Let Me Down,The Chainsmokers,22900,2017-01-13,fr
131,Luz de Luna,PNL,22821,2017-01-13,fr
132,J'ai déconné,KeBlack,22698,2017-01-13,fr
133,Million Eyes,Loïc Nottet,22672,2017-01-13,fr
134,Ophelia,The Lumineers,22598,2017-01-13,fr
135,I Feel So Bad,Kungs,22483,2017-01-13,fr
136,Silver,Fakear,22345,2017-01-13,fr
137,Putain d'époque,Dosseh,22247,2017-01-13,fr
138,Tu sais pas,PNL,21875,2017-01-13,fr
139,Hundred Miles,Yall,21787,2017-01-13,fr
140,E.T.,Jul,21695,2017-01-13,fr
141,En feu,Soprano,21490,2017-01-13,fr
142,Clandestina,Lartiste,21293,2017-01-13,fr
143,Stressed Out,Twenty One Pilots,21259,2017-01-13,fr
144,X,Sofiane,21159,2017-01-13,fr
145,Paix sans guerre,MRC,20911,2017-01-13,fr
146,E.L.E.P.H.A.N.T,Booba,20907,2017-01-13,fr
147,Mon bijou,Jul,20888,2017-01-13,fr
148,Lips,The xx,20865,2017-01-13,fr
149,Le monde ou rien,PNL,20852,2017-01-13,fr
150,Printemps blanc,Niro,20683,2017-01-13,fr
151,Princesse,Nekfeu,20539,2017-01-13,fr
152,A Violent Noise,The xx,20399,2017-01-13,fr
153,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,20334,2017-01-13,fr
154,Scars To Your Beautiful,Alessia Cara,20196,2017-01-13,fr
155,Let It Go,James Bay,20168,2017-01-13,fr
156,Je fais le sourd,Jul,19814,2017-01-13,fr
157,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,19588,2017-01-13,fr
158,Bulma,MMZ,19493,2017-01-13,fr
159,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,19158,2017-01-13,fr
160,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,19103,2017-01-13,fr
161,Allo maman,SCH,19086,2017-01-13,fr
162,Un homme debout,Claudio Capéo,18986,2017-01-13,fr
163,Mira,PNL,18899,2017-01-13,fr
164,C'est ça,Jul,18894,2017-01-13,fr
165,Thinking Out Loud,Ed Sheeran,18573,2017-01-13,fr
166,Les princes,MZ,18554,2017-01-13,fr
167,Performance,The xx,18509,2017-01-13,fr
168,Tout ira mieux,Ninho,18498,2017-01-13,fr
169,I Got You,Bebe Rexha,18492,2017-01-13,fr
170,Lean On (feat. MØ & DJ Snake),Major Lazer,18464,2017-01-13,fr
171,Now and Later,Sage The Gemini,18358,2017-01-13,fr
172,Bad Things (with Camila Cabello),Machine Gun Kelly,18337,2017-01-13,fr
173,Come,Jain,18076,2017-01-13,fr
174,Spirits,The Strumbellas,18019,2017-01-13,fr
175,Photograph,Ed Sheeran,18010,2017-01-13,fr
176,Makeba - Radio Edit,Jain,18002,2017-01-13,fr
177,J’aurais pas dû,S.Crew,17892,2017-01-13,fr
178,Humain,PNL,17873,2017-01-13,fr
179,This Is What You Came For,Calvin Harris,17812,2017-01-13,fr
180,Uranus,PNL,17700,2017-01-13,fr
181,Believer,Major Lazer,17393,2017-01-13,fr
182,#Askip,Black M,17226,2017-01-13,fr
183,Not Afraid Anymore,Halsey,17098,2017-01-13,fr
184,Rooting For You,London Grammar,17091,2017-01-13,fr
185,Ma dope,Nekfeu,17010,2017-01-13,fr
186,By Your Side,Jonas Blue,16900,2017-01-13,fr
187,King,Saint PHNX,16811,2017-01-13,fr
188,Validée,Booba,16811,2017-01-13,fr
189,French Kiss,Black M,16683,2017-01-13,fr
190,Brave For You,The xx,16560,2017-01-13,fr
191,Ouais mec - Remix,Sneazzy,16522,2017-01-13,fr
192,Kratos,PNL,16490,2017-01-13,fr
193,Sale sonorité,Kalash Criminel,16454,2017-01-13,fr
194,Afro Trap Pt. 3 (Champions League),MHD,16444,2017-01-13,fr
195,On verra,Nekfeu,16378,2017-01-13,fr
196,Le lac,Julien Doré,16335,2017-01-13,fr
197,Bailar,Deorro,16331,2017-01-13,fr
198,Solo,Dosseh,16326,2017-01-13,fr
199,Cabeza,Shay,16296,2017-01-13,fr
200,Y'a pas de stress,Jul,16272,2017-01-13,fr
1,Shape of You,Ed Sheeran,180942,2017-01-14,fr
2,Tchoin,Kaaris,111111,2017-01-14,fr
3,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,110260,2017-01-14,fr
4,Afro Trap Pt. 7 (La puissance),MHD,107191,2017-01-14,fr
5,Human,Rag'n'Bone Man,101436,2017-01-14,fr
6,I Feel It Coming,The Weeknd,97957,2017-01-14,fr
7,Mauvaise graine,Nekfeu,96903,2017-01-14,fr
8,Starboy,The Weeknd,96819,2017-01-14,fr
9,My Way,Calvin Harris,90959,2017-01-14,fr
10,Sunset Lover,Petit Biscuit,90348,2017-01-14,fr
11,Squa,Nekfeu,89002,2017-01-14,fr
12,Bazardée,KeBlack,80601,2017-01-14,fr
13,Je m'en vais,Vianney,80097,2017-01-14,fr
14,Chantaje,Shakira,79125,2017-01-14,fr
15,Don't Wanna Know,Maroon 5,79120,2017-01-14,fr
16,Saturne,Nekfeu,78234,2017-01-14,fr
17,Pop Corn,Boostee,77281,2017-01-14,fr
18,Onizuka,PNL,76077,2017-01-14,fr
19,Heathens,Twenty One Pilots,75796,2017-01-14,fr
20,Lordly (feat. Alex Aiono),Feder,75108,2017-01-14,fr
21,Call On Me - Ryan Riback Extended Remix,Starley,73579,2017-01-14,fr
22,Say You Won't Let Go,James Arthur,71310,2017-01-14,fr
23,DKR,Booba,71281,2017-01-14,fr
24,Let Me Love You,DJ Snake,70440,2017-01-14,fr
25,Mercy,Shawn Mendes,69417,2017-01-14,fr
26,The Ocean,Mike Perry,67641,2017-01-14,fr
27,The Greatest,Sia,67266,2017-01-14,fr
28,Heal Tomorrow,Naïve New Beaters,66857,2017-01-14,fr
29,Ride,Twenty One Pilots,65541,2017-01-14,fr
30,Tchikita,Jul,64753,2017-01-14,fr
31,Daniel Sam,Booba,63746,2017-01-14,fr
32,One Dance,Drake,63740,2017-01-14,fr
33,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,62980,2017-01-14,fr
34,Infréquentables,Dosseh,62731,2017-01-14,fr
35,Naha,PNL,60950,2017-01-14,fr
36,24K Magic,Bruno Mars,60929,2017-01-14,fr
37,Aloha,Møme,59829,2017-01-14,fr
38,Tuesday,Burak Yeter,59784,2017-01-14,fr
39,6.45i,SCH,58709,2017-01-14,fr
40,Black Beatles,Rae Sremmurd,57957,2017-01-14,fr
41,Castle on the Hill,Ed Sheeran,57110,2017-01-14,fr
42,On m'appelle l'ovni,Jul,56476,2017-01-14,fr
43,Love Me Now,John Legend,55941,2017-01-14,fr
44,All We Know,The Chainsmokers,55204,2017-01-14,fr
45,Blow,Kaaris,54856,2017-01-14,fr
46,Treat You Better,Shawn Mendes,54477,2017-01-14,fr
47,Tout donner - Pilule Violette,Maître Gims,53035,2017-01-14,fr
48,Réalité augmentée,Nekfeu,52146,2017-01-14,fr
49,Closer,The Chainsmokers,49679,2017-01-14,fr
50,Oblah,Gradur,49504,2017-01-14,fr
51,Mula,Siboy,49436,2017-01-14,fr
52,Humanoïde,Nekfeu,49151,2017-01-14,fr
53,Lush Life,Zara Larsson,48649,2017-01-14,fr
54,Ain't Your Mama,Jennifer Lopez,48234,2017-01-14,fr
55,Cold Water (feat. Justin Bieber & MØ),Major Lazer,47735,2017-01-14,fr
56,Bené,PNL,47337,2017-01-14,fr
57,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,45829,2017-01-14,fr
58,Just Hold On,Steve Aoki,45387,2017-01-14,fr
59,Sex,Cheat Codes,44527,2017-01-14,fr
60,Hymn For The Weekend - Seeb Remix,Coldplay,44478,2017-01-14,fr
61,Galatée,Nekfeu,44306,2017-01-14,fr
62,Dans la légende,PNL,44302,2017-01-14,fr
63,Poussière,Kaaris,43624,2017-01-14,fr
64,Avant tu riais,Nekfeu,43018,2017-01-14,fr
65,Elle et l'autre,Jul,42477,2017-01-14,fr
66,Cheap Thrills,Sia,41832,2017-01-14,fr
67,Final Song,MØ,41247,2017-01-14,fr
68,Perfect Strangers,Jonas Blue,40083,2017-01-14,fr
69,Esquimaux,Nekfeu,39740,2017-01-14,fr
70,DA,PNL,39329,2017-01-14,fr
71,Paris,The Chainsmokers,38895,2017-01-14,fr
72,In the Name of Love,Martin Garrix,38105,2017-01-14,fr
73,Capsize,FRENSHIP,37990,2017-01-14,fr
74,Shed a Light,Robin Schulz,37978,2017-01-14,fr
75,Mon Everest - feat. Marina Kaye,Soprano,37877,2017-01-14,fr
76,Please Don't Go,Joel Adams,37465,2017-01-14,fr
77,Starving,Hailee Steinfeld,37458,2017-01-14,fr
78,Fast Car,Jonas Blue,37314,2017-01-14,fr
79,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,36745,2017-01-14,fr
80,Dis-moi que tu m'aimes,Ninho,36587,2017-01-14,fr
81,I Feel So Bad,Kungs,36389,2017-01-14,fr
82,Blended Family (What You Do For Love),Alicia Keys,36106,2017-01-14,fr
83,Nador,Kaaris,35533,2017-01-14,fr
84,Fake Love,Drake,35485,2017-01-14,fr
85,Wherever I Go,OneRepublic,35354,2017-01-14,fr
86,Le regard des gens,Nekfeu,34379,2017-01-14,fr
87,A Kele Nta,MHD,34176,2017-01-14,fr
88,I Got You,Bebe Rexha,33902,2017-01-14,fr
89,Souviens-toi,Djadja & Dinaz,33855,2017-01-14,fr
90,Oceans Away,A R I Z O N A,33682,2017-01-14,fr
91,Andale (feat. Gradur),Sadek,33646,2017-01-14,fr
92,Million Eyes,Loïc Nottet,33638,2017-01-14,fr
93,Nekketsu,Nekfeu,33577,2017-01-14,fr
94,Cellophané,Rim'K,33495,2017-01-14,fr
95,Spirits,The Strumbellas,32419,2017-01-14,fr
96,Commando,Niska,30949,2017-01-14,fr
97,No Lie,Sean Paul,30943,2017-01-14,fr
98,Panda,Desiigner,30882,2017-01-14,fr
99,Jusqu'au dernier gramme,PNL,30567,2017-01-14,fr
100,Boyz N The Hood,Kaaris,29989,2017-01-14,fr
101,C'est le son de la gratte,Jul,29492,2017-01-14,fr
102,J'suis QLF,PNL,29366,2017-01-14,fr
103,Thibaut Courtois,Shay,29303,2017-01-14,fr
104,Skurt Cobain,Sneazzy,29201,2017-01-14,fr
105,Qui a dit ?,Jul,29016,2017-01-14,fr
106,La bise (feat. Brulux),Sadek,28944,2017-01-14,fr
107,O.D,Nekfeu,28620,2017-01-14,fr
108,Je m'en fous de ta nana,Jul,28073,2017-01-14,fr
109,Paris c'est loin,Damso,28057,2017-01-14,fr
110,Work from Home,Fifth Harmony,27567,2017-01-14,fr
111,Alone,Alan Walker,27441,2017-01-14,fr
